app_id,category,os_type,app_store,developer_type,app_size_mb,install_count,rating,review_count,days_since_release,days_since_last_update,update_frequency,permissions_requested,sensitive_permissions,permission_ratio,network_requests_per_day,external_domains_contacted,encrypted_traffic_ratio,code_obfuscation_detected,anti_debugging_techniques,suspicious_api_calls,background_activity_score,data_collection_intensity,user_interaction_anomalies,developer_history_score,previous_violations,static_analysis_score,dynamic_analysis_score,malware_scan_score,risk_score,risk_category
app_02740,Games,iOS,Google Play,Large Corporation,15.13,198562,3.17,28740,210,94,11,28,0,0.0,121.3,12,0.704,1,0,2,0.543,0.063,0.471,0.671,1,0.768,0.995,0.498,1.0,High
app_02741,Education,Android,Enterprise,Large Corporation,15.74,974620,1.52,49335,238,520,20,33,2,0.061,429.21,3,0.846,0,0,3,0.889,0.75,0.328,0.598,0,0.755,0.396,0.899,0.319,Medium
app_02742,Games,Windows,Google Play,Individual,25.91,853145,1.48,8685,3574,170,9,9,0,0.0,397.59,19,0.836,1,0,0,0.426,0.102,0.096,0.504,0,0.155,0.58,0.062,1.0,High
app_02743,Business,iOS,App Store,Open Source,50.66,943754,1.79,44532,308,454,11,20,11,0.55,15.04,15,0.354,0,0,6,0.043,0.469,0.343,0.777,0,0.931,0.061,0.364,0.986,High
app_02744,Entertainment,Windows,Enterprise,Small Company,7.49,34785,1.01,12457,1912,69,5,43,11,0.256,90.03,1,0.503,0,0,5,0.404,0.991,0.34,0.245,1,0.977,0.592,0.209,1.0,High
app_02745,Health,iOS,Microsoft Store,Unknown,4.05,963454,4.08,42051,2757,506,7,34,12,0.353,14.82,10,0.38,1,0,5,0.701,0.689,0.544,0.316,0,0.381,0.079,0.898,1.0,High
app_02746,Productivity,Windows,Google Play,Large Corporation,52.12,779903,3.29,36270,1565,146,20,24,4,0.167,316.5,15,0.876,0,0,2,0.086,0.821,0.097,0.268,0,0.053,0.394,0.35,0.533,Medium
app_02747,Travel,Windows,Microsoft Store,Individual,49.25,701339,3.47,14664,389,664,11,40,10,0.25,151.45,13,0.624,0,0,9,0.174,0.48,0.397,0.843,0,0.05,0.087,0.678,1.0,High
app_02748,Social,iOS,App Store,Large Corporation,112.75,786824,3.87,13957,1535,527,14,48,0,0.0,1746.4,12,0.717,0,0,7,0.237,0.307,0.418,0.614,0,0.243,0.188,0.203,1.0,High
app_02749,Finance,macOS,Third Party,Open Source,2.33,219774,1.58,23635,1164,654,7,34,8,0.235,9.67,4,0.886,1,0,5,0.371,0.051,0.061,0.904,0,0.75,0.718,0.073,1.0,High
app_02750,Games,Android,Enterprise,Open Source,16.54,238983,3.84,45247,1169,159,19,27,1,0.037,10.12,8,0.874,0,0,3,0.553,0.783,0.676,0.506,0,0.405,0.342,0.594,0.215,Low
app_02751,Productivity,iOS,Google Play,Large Corporation,52.23,368116,4.85,35088,2342,208,7,43,11,0.256,11.35,11,0.857,0,0,0,0.192,0.154,0.871,0.963,0,0.901,0.815,0.154,0.046,Low
app_02752,Finance,iOS,Third Party,Large Corporation,2.69,88722,3.01,29346,3290,614,11,38,10,0.263,82.05,19,0.925,0,0,5,0.707,0.537,0.777,0.516,0,0.259,0.541,0.456,0.83,High
app_02753,Education,macOS,Third Party,Open Source,23.91,29929,4.04,9438,1573,500,13,40,12,0.3,118.48,16,0.955,0,0,2,0.124,0.006,0.311,0.249,0,0.974,0.568,0.589,0.587,Medium
app_02754,Health,Linux,Microsoft Store,Small Company,6.74,928464,2.07,26697,731,141,9,29,14,0.483,4113.45,2,0.678,0,1,8,0.391,0.254,0.307,0.98,0,0.912,0.059,0.777,1.0,High
app_02755,Shopping,macOS,Third Party,Unknown,68.62,105370,2.67,43523,2233,199,14,46,13,0.283,25460.51,15,0.917,1,0,1,0.023,0.848,0.788,0.831,0,0.972,0.614,0.8,0.945,High
app_02756,Travel,Linux,Enterprise,Open Source,3.0,24988,1.08,17014,941,593,12,17,2,0.118,719.38,15,0.337,0,0,0,0.091,0.236,0.494,0.366,0,0.446,0.29,0.347,1.0,High
app_02757,Entertainment,Linux,App Store,Open Source,94.71,228438,1.06,32676,534,277,9,34,7,0.206,217.79,8,0.982,1,0,8,0.566,0.652,0.201,0.558,0,0.62,0.847,0.765,1.0,High
app_02758,Games,Linux,Third Party,Unknown,52.36,85626,2.48,5343,1511,697,7,13,2,0.154,186.48,7,0.428,0,0,4,0.497,0.134,0.198,0.045,0,0.704,0.603,0.546,1.0,High
app_02759,Business,iOS,Google Play,Small Company,17.55,980456,4.38,28685,1883,161,17,39,11,0.282,203.61,17,0.911,0,0,4,0.075,0.383,0.908,0.508,0,0.247,0.049,0.832,0.53,Medium
app_02760,Education,Android,App Store,Individual,13.62,651444,4.36,34119,609,29,12,20,10,0.5,68.52,5,0.849,0,0,9,0.059,0.375,0.621,0.629,1,0.606,0.286,0.043,1.0,High
app_02761,Education,Linux,Third Party,Small Company,24.81,483937,3.37,322,3281,119,9,30,8,0.267,21.6,2,0.59,0,0,9,0.274,0.002,0.692,0.236,0,0.798,0.039,0.9,1.0,High
app_02762,Games,Android,Microsoft Store,Large Corporation,8.0,23142,4.18,33404,2358,716,13,24,4,0.167,423.3,19,0.406,0,0,1,0.127,0.416,1.0,0.503,1,0.702,0.894,0.626,0.74,High
app_02763,Finance,Windows,Third Party,Small Company,51.24,355435,4.06,25959,2109,253,11,6,5,0.833,76.37,2,0.459,0,0,3,0.261,0.923,0.678,0.549,0,0.993,0.251,0.355,1.0,High
app_02764,Entertainment,macOS,App Store,Small Company,373.1,353705,3.2,42139,1999,64,11,11,8,0.727,14.8,12,0.321,0,0,5,0.344,0.59,0.373,0.488,0,0.712,0.364,0.43,0.744,High
app_02765,Shopping,Android,App Store,Individual,21.58,871569,3.27,38648,2189,151,11,35,12,0.343,98.73,6,0.822,1,1,6,0.853,0.797,0.102,0.075,1,0.899,0.294,0.349,1.0,High
app_02766,Finance,macOS,Google Play,Open Source,8.78,590942,1.19,43324,815,177,10,19,13,0.684,71.63,14,0.948,0,0,7,0.822,0.863,0.166,0.1,0,0.066,0.726,0.448,0.793,High
app_02767,Education,Android,Google Play,Unknown,19.08,455261,4.32,21575,3178,143,9,44,5,0.114,82.12,16,0.468,0,0,4,0.434,0.155,0.974,0.056,0,0.812,0.453,0.938,0.477,Medium
app_02768,Games,macOS,Enterprise,Small Company,71.63,33851,3.02,45403,794,176,8,5,4,0.8,889.55,10,0.449,0,0,2,0.04,0.814,0.758,0.499,0,0.113,0.29,0.11,1.0,High
app_02769,Social,iOS,Microsoft Store,Small Company,76.72,879463,4.61,36550,817,531,15,6,1,0.167,3.57,2,0.387,0,0,4,0.105,0.203,0.996,0.445,0,0.165,0.849,0.267,1.0,High
app_02770,Games,iOS,Google Play,Individual,23.03,570484,3.9,7027,2286,414,11,45,1,0.022,308.72,18,0.343,0,0,5,0.705,0.225,0.222,0.563,0,0.451,0.513,0.921,0.583,Medium
app_02771,Business,macOS,App Store,Small Company,4.8,422702,4.69,14080,280,200,9,13,4,0.308,936.94,9,0.924,0,0,8,0.143,0.211,0.887,0.778,0,0.248,0.637,0.872,0.493,Medium
app_02772,Travel,iOS,Enterprise,Large Corporation,26.44,697875,4.08,18742,2651,508,10,10,8,0.8,2.86,18,0.399,0,0,5,0.206,0.01,0.952,0.928,0,0.474,0.318,0.156,0.892,High
app_02773,Travel,macOS,Microsoft Store,Open Source,8.81,46917,2.21,46692,991,531,15,25,6,0.24,144.03,11,0.358,0,0,9,0.759,0.43,0.92,0.976,0,0.561,0.537,0.868,0.883,High
app_02774,Social,Windows,Google Play,Small Company,48.93,299864,3.25,45614,2522,312,5,21,10,0.476,3523.12,4,0.622,0,0,4,0.295,0.202,0.445,0.855,0,0.16,0.499,0.932,0.177,Low
app_02775,Social,Android,Enterprise,Small Company,1.57,840001,2.32,44015,3534,704,10,39,4,0.103,1018.09,18,0.379,1,0,8,0.302,0.236,0.978,0.738,0,0.554,0.776,0.056,1.0,High
app_02776,Entertainment,iOS,Google Play,Open Source,3.3,770610,1.2,6580,2901,300,9,29,7,0.241,79.29,13,0.791,0,0,7,0.82,0.44,0.994,0.843,0,0.457,0.295,0.55,0.604,High
app_02777,Health,macOS,Enterprise,Large Corporation,50.29,718458,3.86,36811,3451,30,8,24,13,0.542,70.03,1,0.806,0,0,4,0.842,0.074,0.062,0.443,0,0.162,0.263,0.974,0.879,High
app_02778,Business,Linux,Microsoft Store,Small Company,8.35,800141,2.91,21885,107,667,11,12,1,0.083,156.98,14,0.402,0,0,4,0.339,0.813,0.553,0.201,0,0.497,0.666,0.819,0.753,High
app_02779,Health,iOS,Microsoft Store,Individual,32.59,401442,4.2,7283,1121,477,6,42,7,0.167,14.18,17,0.416,0,0,0,0.771,0.059,0.974,0.727,1,0.979,0.357,0.543,0.967,High
app_02780,Entertainment,macOS,App Store,Small Company,40.79,981,1.53,24356,662,189,14,26,8,0.308,376.71,2,0.985,0,0,8,0.457,0.816,0.614,0.065,0,0.58,0.624,0.354,0.293,Low
app_02781,Health,Linux,Google Play,Small Company,49.71,888503,1.01,33190,2270,30,10,36,0,0.0,241.12,6,0.975,0,0,2,0.509,0.188,0.867,0.401,0,0.628,0.445,0.86,0.305,Medium
app_02782,Health,iOS,Enterprise,Unknown,2.83,539283,4.44,212,784,481,9,34,9,0.265,7.78,15,0.54,0,0,2,0.906,0.746,0.775,0.079,0,0.063,0.484,0.692,1.0,High
app_02783,Games,macOS,Third Party,Large Corporation,6.52,685696,4.58,33729,1906,619,9,24,2,0.083,741.41,19,0.935,0,0,4,0.093,0.078,0.777,0.032,0,0.599,0.637,0.938,0.491,Medium
app_02784,Health,macOS,App Store,Individual,30.74,527885,3.91,14102,1473,112,13,37,14,0.378,895.0,10,0.445,0,0,5,0.59,0.151,0.726,0.594,0,0.762,0.832,0.774,0.401,Medium
app_02785,Education,macOS,App Store,Large Corporation,5.37,781855,2.32,9652,61,708,15,24,9,0.375,494.82,16,0.836,0,0,1,0.108,0.104,0.817,0.468,0,0.891,0.904,0.113,0.683,High
app_02786,Games,Android,Google Play,Large Corporation,45.73,129481,4.7,5977,1484,8,13,41,12,0.293,87.71,9,0.518,0,0,0,0.757,0.133,0.961,0.286,0,0.3,0.617,0.572,0.0,Low
app_02787,Business,Windows,Google Play,Small Company,7.01,336586,1.53,45725,1210,687,7,44,4,0.091,266.94,14,0.972,0,0,9,0.591,0.725,0.18,0.437,0,0.981,0.019,0.816,1.0,High
app_02788,Productivity,iOS,Enterprise,Individual,67.59,960750,1.58,16851,2869,428,9,41,1,0.024,18.6,18,0.914,0,0,8,0.759,0.709,0.708,0.297,1,0.809,0.212,0.662,1.0,High
app_02789,Games,iOS,Enterprise,Individual,6.37,150658,3.27,38306,2727,260,12,42,2,0.048,126.65,18,0.468,0,0,5,0.452,0.356,0.508,0.65,0,0.79,0.157,0.396,0.789,High
app_02790,Productivity,iOS,Enterprise,Small Company,24.4,842103,3.44,22007,3317,27,18,41,11,0.268,55.44,8,0.652,1,0,3,0.777,0.169,0.3,0.104,0,0.778,0.947,0.674,0.666,High
app_02791,Social,iOS,Microsoft Store,Individual,41.25,397202,1.56,7260,286,456,11,39,9,0.231,1338.73,11,0.55,0,0,0,0.114,0.745,0.419,0.563,0,0.253,0.413,0.73,0.822,High
app_02792,Business,Linux,Google Play,Unknown,15.95,705980,4.08,15920,3424,679,13,36,13,0.361,372.1,6,0.368,0,0,9,0.3,0.213,0.356,0.106,0,0.283,0.867,0.033,1.0,High
app_02793,Travel,Android,Google Play,Large Corporation,2.61,241888,1.98,30077,2252,319,12,37,5,0.135,51.25,1,0.558,0,0,4,0.947,0.083,0.743,0.205,0,0.395,0.583,0.827,0.351,Medium
app_02794,Games,Windows,Google Play,Large Corporation,17.44,98172,4.51,34283,540,1,8,42,4,0.095,14313.59,18,0.719,0,1,4,0.895,0.536,0.737,0.424,0,0.466,0.288,0.297,1.0,High
app_02795,Productivity,macOS,Enterprise,Small Company,26.0,179971,2.95,46559,2099,275,13,32,7,0.219,679.91,15,0.398,0,0,5,0.115,0.95,0.961,0.875,0,0.593,0.824,0.676,0.408,Medium
app_02796,Education,macOS,Microsoft Store,Small Company,14.69,544921,2.12,4535,2425,177,17,47,5,0.106,567.84,10,0.827,1,0,4,0.439,0.678,0.031,0.881,0,0.866,0.771,0.286,0.985,High
app_02797,Games,Windows,Third Party,Unknown,10.54,596584,1.27,9902,2336,705,7,9,1,0.111,5.37,3,0.523,0,0,5,0.166,0.609,0.021,0.216,0,0.156,0.552,0.964,1.0,High
app_02798,Games,Linux,App Store,Individual,60.89,761846,3.13,12424,1149,257,14,10,2,0.2,6721.53,18,0.87,0,0,2,0.915,0.634,0.285,0.807,0,0.127,0.114,0.938,0.696,High
app_02799,Business,macOS,Third Party,Unknown,5.74,244561,3.66,41486,74,29,13,48,5,0.104,35.82,3,0.829,0,0,5,0.464,0.522,0.436,0.551,0,0.876,0.592,0.126,1.0,High
app_02800,Social,Windows,App Store,Small Company,10.95,637302,1.79,12394,15,308,11,10,3,0.3,1965.09,16,0.723,0,0,1,0.616,0.908,0.445,0.255,1,0.86,0.912,0.918,0.7,High
app_02801,Travel,Android,Google Play,Small Company,14.51,512347,1.23,21626,990,415,13,46,8,0.174,35.61,3,0.842,0,0,9,0.361,0.505,0.551,0.818,0,0.767,0.729,0.758,0.661,High
app_02802,Shopping,iOS,App Store,Unknown,45.11,349077,1.35,16257,527,621,8,24,2,0.083,324.06,9,0.728,0,0,9,0.674,0.143,0.809,0.256,0,0.593,0.654,0.05,1.0,High
app_02803,Entertainment,Linux,Enterprise,Large Corporation,38.81,886795,1.01,32436,614,247,15,23,14,0.609,1809.46,11,0.997,0,0,0,0.244,0.818,0.097,0.67,0,0.899,0.527,0.819,0.055,Low
app_02804,Travel,iOS,Microsoft Store,Large Corporation,25.36,680915,1.89,22969,781,161,11,6,3,0.5,7.91,6,0.443,0,0,4,0.14,0.756,0.336,0.644,0,0.652,0.054,0.931,0.753,High
app_02805,Education,Linux,Third Party,Individual,30.82,819154,2.8,24436,345,363,11,42,8,0.19,67.93,13,0.995,0,0,0,0.936,0.255,0.112,0.597,0,0.879,0.723,0.121,0.836,High
app_02806,Health,iOS,App Store,Unknown,13.37,855690,4.06,20895,817,313,7,19,9,0.474,169.58,7,0.376,0,0,4,0.784,0.395,0.431,0.571,0,0.87,0.093,0.185,1.0,High
app_02807,Business,Android,App Store,Unknown,23.86,320868,4.06,22006,1844,511,16,25,0,0.0,2.77,4,0.882,0,0,8,0.354,0.712,0.143,0.58,0,0.36,0.74,0.118,1.0,High
app_02808,Travel,Android,Google Play,Small Company,64.14,214838,4.25,14107,2387,180,15,42,6,0.143,183.99,8,0.356,0,0,5,0.414,0.617,0.189,0.234,0,0.466,0.162,0.787,0.494,Medium
app_02809,Productivity,Linux,Google Play,Open Source,42.97,70273,1.46,29812,1586,222,13,42,2,0.048,91.27,15,0.794,0,0,9,0.333,0.39,0.441,0.376,0,0.14,0.857,0.331,0.728,High
app_02810,Games,macOS,Microsoft Store,Small Company,36.36,6660,2.3,30206,3516,386,12,29,6,0.207,296.66,12,0.593,1,0,3,0.908,0.831,0.615,0.915,0,0.733,0.016,0.583,1.0,High
app_02811,Productivity,iOS,Google Play,Large Corporation,6.52,744944,2.82,36407,3204,373,5,18,2,0.111,944.8,9,0.304,0,0,1,0.934,0.282,0.493,0.995,0,0.62,0.657,0.154,0.411,Medium
app_02812,Business,Windows,Microsoft Store,Individual,13.92,340567,4.34,1445,1654,680,22,17,3,0.176,1962.07,18,0.588,0,0,7,0.599,0.703,0.191,0.131,0,0.993,0.755,0.313,0.721,High
app_02813,Games,iOS,Third Party,Large Corporation,5.27,654760,2.78,48248,488,224,17,13,0,0.0,96.03,3,0.736,0,0,1,0.067,0.658,0.573,0.826,0,0.136,0.36,0.779,0.503,Medium
app_02814,Travel,Windows,Third Party,Small Company,9.0,531560,4.91,49397,3561,202,14,15,13,0.867,27.35,1,0.457,0,0,5,0.441,0.492,0.784,0.522,0,0.426,0.935,0.237,1.0,High
app_02815,Games,Linux,Third Party,Individual,13.67,326952,1.81,18486,3602,302,6,18,7,0.389,65.4,7,0.844,0,0,0,0.564,0.119,0.642,0.008,0,0.179,0.271,0.263,1.0,High
app_02816,Education,Windows,Third Party,Open Source,38.98,140250,1.7,43435,2421,107,9,41,4,0.098,0.49,18,0.658,0,0,1,0.483,0.236,0.434,0.029,0,0.878,0.048,0.218,1.0,High
app_02817,Business,iOS,Third Party,Large Corporation,7.46,437978,3.72,6303,3541,663,16,5,1,0.2,17.97,1,0.327,0,0,3,0.319,0.006,0.298,0.251,0,0.496,0.67,0.192,1.0,High
app_02818,Entertainment,Linux,Microsoft Store,Large Corporation,108.29,924842,4.62,42856,882,251,10,42,4,0.095,340.87,18,0.473,0,0,6,0.155,0.344,0.934,0.859,0,0.71,0.152,0.753,0.778,High
app_02819,Games,macOS,Enterprise,Open Source,16.55,964015,1.23,22742,2489,711,11,8,5,0.625,652.1,13,0.647,0,0,0,0.858,0.125,0.195,0.252,0,0.293,0.596,0.572,0.757,High
app_02820,Productivity,Android,Enterprise,Individual,51.15,119290,3.85,46713,2439,104,17,34,3,0.088,1.45,3,0.683,0,0,0,0.423,0.44,0.271,0.292,1,0.587,0.832,0.046,1.0,High
app_02821,Shopping,Linux,Google Play,Small Company,17.96,623502,2.73,43993,1026,583,7,38,14,0.368,1366.9,8,0.648,0,0,9,0.514,0.498,0.467,0.517,0,0.474,0.992,0.764,0.73,High
app_02822,Games,Windows,Third Party,Small Company,53.86,294607,4.0,27917,3173,301,9,34,7,0.206,14.04,1,0.422,0,1,8,0.022,0.815,0.856,0.881,0,0.761,0.836,0.312,1.0,High
app_02823,Business,macOS,Google Play,Small Company,9.18,691310,1.1,29273,3062,713,14,43,7,0.163,187.72,14,0.786,0,1,5,0.448,0.321,0.88,0.31,0,0.905,0.647,0.366,1.0,High
app_02824,Health,macOS,Google Play,Large Corporation,44.03,903304,3.43,6833,1676,566,18,29,9,0.31,60.3,18,0.601,0,0,4,0.789,0.642,0.732,0.292,0,0.283,0.676,0.787,0.623,High
app_02825,Travel,macOS,Enterprise,Open Source,87.64,903332,1.97,9630,2347,499,11,33,2,0.061,125.04,3,0.836,0,0,6,0.374,0.688,0.659,0.636,0,0.726,0.819,0.392,0.66,High
app_02826,Games,Android,App Store,Individual,5.84,630880,2.72,13454,2370,693,16,36,3,0.083,679.5,17,0.652,0,0,2,0.224,0.501,0.361,0.91,0,0.01,0.92,0.239,0.786,High
app_02827,Health,macOS,App Store,Open Source,22.12,896122,1.83,31220,2189,381,6,44,4,0.091,31.18,15,0.768,0,0,2,0.227,0.583,0.096,0.233,0,0.208,0.215,0.627,1.0,High
app_02828,Education,Android,Microsoft Store,Large Corporation,62.4,89979,2.65,6877,3485,17,15,37,1,0.027,137.77,5,0.931,0,0,3,0.202,0.008,0.316,0.429,0,0.408,0.915,0.843,0.158,Low
app_02829,Business,macOS,App Store,Open Source,13.77,814776,3.58,49927,2954,332,13,20,5,0.25,50.43,11,0.436,0,0,4,0.09,0.19,0.216,0.742,0,0.325,0.052,0.539,0.801,High
app_02830,Games,Windows,Third Party,Individual,51.09,672305,2.66,7120,1926,100,7,11,2,0.182,259.28,5,0.821,0,0,5,0.318,0.899,0.352,0.661,0,0.531,0.343,0.161,1.0,High
app_02831,Entertainment,iOS,Third Party,Small Company,33.68,510166,3.44,20633,2882,640,13,31,0,0.0,2.46,2,0.881,0,0,0,0.302,0.156,0.352,0.77,0,0.56,0.92,0.698,0.893,High
app_02832,Shopping,Windows,Enterprise,Individual,58.64,333084,4.24,12376,27,678,5,26,2,0.077,212.84,17,0.564,0,0,1,0.344,0.578,0.855,0.154,0,0.038,0.921,0.202,1.0,High
app_02833,Business,macOS,Google Play,Large Corporation,4.76,572468,4.28,12841,1655,379,14,10,8,0.8,12.13,16,0.959,0,0,4,0.706,0.943,0.45,0.336,0,0.211,0.766,0.414,0.718,High
app_02834,Health,macOS,App Store,Individual,66.82,444561,3.61,7359,1721,547,10,7,2,0.286,2178.85,17,0.327,0,0,5,0.063,0.79,0.552,0.556,0,0.903,0.509,0.26,1.0,High
app_02835,Shopping,Android,Third Party,Large Corporation,4.87,828525,2.35,40709,844,190,18,29,9,0.31,186.58,9,0.498,0,0,6,0.197,0.07,0.553,0.148,0,0.703,0.612,0.947,1.0,High
app_02836,Productivity,iOS,Google Play,Small Company,6.87,954638,2.12,41685,3051,664,7,16,9,0.562,39.36,2,0.491,1,0,7,0.132,0.739,0.22,0.603,1,0.593,0.974,0.646,1.0,High
app_02837,Games,Windows,Third Party,Individual,12.88,521342,1.32,46305,1036,6,20,32,9,0.281,255.69,4,0.853,1,0,1,0.833,0.149,0.05,0.03,0,0.379,0.967,0.353,0.953,High
app_02838,Productivity,macOS,Third Party,Unknown,76.03,605667,1.45,20201,1146,707,13,15,6,0.4,99.62,6,0.582,0,0,5,0.451,0.444,0.915,0.817,0,0.292,0.661,0.571,1.0,High
app_02839,Shopping,Windows,App Store,Individual,49.75,219659,1.14,40192,722,413,17,26,7,0.269,148.61,8,0.621,0,0,6,0.903,0.74,0.964,0.046,0,0.63,0.027,0.787,1.0,High
app_02840,Games,macOS,Microsoft Store,Large Corporation,32.23,971999,2.86,38031,2525,556,11,23,13,0.565,29.13,5,0.955,0,0,8,0.752,0.876,0.004,0.338,0,0.391,0.576,0.909,0.7,High
app_02841,Finance,iOS,Microsoft Store,Open Source,69.68,277667,3.83,32606,3198,689,14,21,8,0.381,42.06,4,0.871,0,0,8,0.942,0.953,0.6,0.271,0,0.747,0.981,0.078,1.0,High
app_02842,Travel,macOS,Enterprise,Small Company,14.06,385122,4.24,32525,2811,46,12,17,14,0.824,256.73,3,0.317,0,0,7,0.778,0.021,0.447,0.117,0,0.104,0.389,0.545,1.0,High
app_02843,Health,Windows,Enterprise,Open Source,3.11,794251,1.16,9517,1966,311,12,24,4,0.167,74.35,1,0.74,0,1,8,0.021,0.413,0.33,0.568,0,0.394,0.843,0.622,1.0,High
app_02844,Social,Linux,Enterprise,Small Company,5.79,686731,1.61,34068,1075,367,7,29,1,0.034,3218.31,3,0.937,0,0,5,0.723,0.007,0.312,0.621,1,0.754,0.45,0.719,1.0,High
app_02845,Games,Linux,Enterprise,Small Company,23.6,399065,4.71,8894,2215,114,8,8,4,0.5,72.48,13,0.85,0,0,1,0.263,0.88,0.898,0.034,0,0.12,0.791,0.846,0.265,Low
app_02846,Education,Windows,Google Play,Small Company,16.94,239288,3.29,16040,2706,134,9,7,4,0.571,62.55,3,0.621,0,0,7,0.937,0.449,0.745,0.532,1,0.337,0.639,0.079,1.0,High
app_02847,Travel,iOS,Third Party,Large Corporation,60.39,998629,2.24,6184,239,553,14,35,4,0.114,445.33,12,0.769,1,0,1,0.871,0.607,0.758,0.865,0,0.327,0.813,0.314,1.0,High
app_02848,Games,macOS,Microsoft Store,Unknown,13.56,878206,3.77,42859,2230,688,11,7,0,0.0,482.44,15,0.739,0,0,2,0.151,0.891,0.741,0.773,0,0.648,0.091,0.139,1.0,High
app_02849,Social,macOS,App Store,Open Source,2.85,295631,1.37,5471,867,260,15,30,0,0.0,290.84,13,0.414,0,0,1,0.213,0.867,0.725,0.99,0,0.895,0.118,0.723,0.669,High
app_02850,Business,Android,Google Play,Small Company,13.82,112853,4.28,34019,374,15,9,41,12,0.293,1004.2,13,0.555,0,0,1,0.172,0.703,0.384,0.564,1,0.484,0.152,0.427,0.858,High
app_02851,Shopping,macOS,Enterprise,Small Company,17.68,515052,1.74,24083,2037,692,14,7,3,0.429,3889.15,11,0.753,1,0,0,0.29,0.519,0.073,0.677,0,0.876,0.5,0.692,0.925,High
app_02852,Business,macOS,App Store,Large Corporation,6.74,797193,1.87,41562,1638,620,15,46,13,0.283,1.02,2,0.633,1,0,5,0.444,0.085,0.996,0.314,1,0.474,0.925,0.44,1.0,High
app_02853,Shopping,iOS,Enterprise,Individual,41.58,506634,2.74,16069,2683,150,13,17,13,0.765,113.26,7,0.785,1,0,6,0.384,0.631,0.039,0.083,0,0.219,0.183,0.851,1.0,High
app_02854,Education,Windows,Google Play,Large Corporation,34.35,837950,1.22,22513,3440,301,10,33,5,0.152,18.26,13,0.729,0,0,9,0.142,0.672,0.802,0.05,1,0.747,0.53,0.99,0.715,High
app_02855,Productivity,Linux,Google Play,Open Source,9.86,369714,3.27,18296,2595,107,12,24,7,0.292,1.49,13,0.721,1,0,1,0.252,0.371,0.342,0.3,0,0.63,0.548,0.509,0.534,Medium
app_02856,Travel,macOS,Third Party,Large Corporation,13.24,204549,4.08,35878,3272,722,8,10,7,0.7,301.38,3,0.368,1,0,9,0.205,0.966,0.088,0.147,0,0.426,0.753,0.553,1.0,High
app_02857,Education,Linux,Third Party,Unknown,16.77,426606,1.42,4178,1189,137,14,17,11,0.647,17.52,8,0.747,0,0,2,0.095,0.057,0.506,0.73,0,0.864,0.133,0.606,0.984,High
app_02858,Education,Android,App Store,Open Source,15.81,426351,2.57,17899,2042,697,11,7,0,0.0,71.19,13,0.725,0,0,9,0.586,0.394,0.235,0.629,0,0.945,0.409,0.706,0.735,High
app_02859,Health,Windows,App Store,Unknown,28.55,388600,1.55,20442,694,593,10,24,5,0.208,27.82,17,0.842,0,0,5,0.97,0.02,0.831,0.994,0,0.943,0.261,0.982,0.789,High
app_02860,Business,iOS,Enterprise,Open Source,78.98,7213,2.22,44949,3051,105,14,7,3,0.429,22.14,6,0.325,0,0,3,0.487,0.542,0.649,0.618,0,0.297,0.308,0.645,0.693,High
app_02861,Health,Windows,Third Party,Large Corporation,16.51,273630,3.15,35658,3379,160,11,48,9,0.188,110.55,11,0.474,0,0,5,0.057,0.742,0.607,0.385,0,0.536,0.955,0.708,0.595,Medium
app_02862,Business,Android,Google Play,Individual,52.49,578416,4.41,49879,1293,262,11,41,7,0.171,25.91,14,0.889,0,0,5,0.823,0.201,0.559,0.205,0,0.422,0.367,0.934,0.0,Low
app_02863,Games,Android,Enterprise,Open Source,11.76,869210,4.31,10717,2053,584,20,20,10,0.5,8.0,7,0.65,0,0,6,0.308,0.529,0.043,0.359,0,0.79,0.941,0.969,0.652,High
app_02864,Games,macOS,Enterprise,Unknown,4.28,966375,1.55,37856,3388,285,12,11,6,0.545,11.83,6,0.383,0,0,9,0.332,0.309,0.463,0.008,0,0.211,0.061,0.455,1.0,High
app_02865,Games,macOS,Enterprise,Unknown,27.17,426279,1.42,44650,640,395,9,29,6,0.207,2122.08,8,0.681,0,0,9,0.766,0.831,0.663,0.99,0,0.911,0.319,0.316,0.868,High
app_02866,Social,Windows,Third Party,Small Company,8.33,938515,4.29,26708,2923,242,5,14,3,0.214,2.67,16,0.576,0,0,7,0.633,0.086,0.395,0.372,0,0.295,0.985,0.316,0.903,High
app_02867,Shopping,macOS,Enterprise,Open Source,83.61,802084,3.16,397,2897,385,12,30,10,0.333,49.09,18,0.311,1,0,4,0.281,0.308,0.01,0.027,0,0.718,0.547,0.082,1.0,High
app_02868,Games,iOS,Third Party,Individual,22.76,301109,1.49,26444,3570,387,15,11,0,0.0,248.75,3,0.787,0,0,2,0.012,0.775,0.636,0.777,0,0.461,0.219,0.079,1.0,High
app_02869,Education,macOS,Third Party,Open Source,18.45,87324,1.38,18086,3544,556,12,33,7,0.212,71.31,1,0.367,0,0,4,0.846,0.978,0.21,0.622,0,0.896,0.704,0.75,1.0,High
app_02870,Social,Windows,App Store,Unknown,23.0,809507,1.29,13303,3067,454,13,26,5,0.192,313.87,8,0.981,0,0,8,0.676,0.445,0.911,0.867,0,0.785,0.942,0.317,0.595,Medium
